BusId,name,zone,rating
55,UPV_55,A,823.0
56,UPV_56,A,329.20000000000005
57,UPV_57,A,329.20000000000005
60,UPV_60,A,164.60000000000002
62,UPV_62,B,1980.0
51,UPV_51,C,605.0
65,UPV_65,C,1210.0
71,UPV_71,C,1210.0
45,UPV_45,E,2143.0
42,UPV_42,F,1957.0
39,UPV_39,G,291.3
77,UPV_77,G,679.6999999999999
79,UPV_79,K,644.5
80,UPV_80,K,644.5
