hydro_power_change_mw,renewable_power_change_mw,load_addition_mw,total_emissions_change_kg_co2,num_generators_changed,datetime,mer_kg_co2_per_mwh,storage_power_change_mw,thermal_emissions_change_kg_co2,hour,thermal_power_change_mw,total_power_change_mw,storage_emissions_change_kg_co2
-0.22408703056967738,0.0,1.0,0.5744813736021506,3,2019-01-01T00:00:00.0,0.5744813736021506,0.0,0.5744813736021506,1,1.2240870305697196,1.0000000000000422,0.0
-0.2264717180649498,0.0,1.0,0.5523633304213832,4,2019-01-01T01:00:00.0,0.5523633304213832,0.0,0.5523633304213832,2,1.2264717180452234,0.9999999999802736,0.0
-0.22647171806483612,0.0,1.0,0.5523633304356881,4,2019-01-01T02:00:00.0,0.5523633304356881,0.0,0.5523633304356881,3,1.2264717180769802,1.000000000012144,0.0
-0.22647171805594724,0.0,1.0,0.552363330421909,4,2019-01-01T03:00:00.0,0.552363330421909,0.0,0.552363330421909,4,1.2264717180463873,0.9999999999904401,0.0
-0.22647171806181632,0.0,1.0,0.552363330427722,4,2019-01-01T04:00:00.0,0.552363330427722,0.0,0.552363330427722,5,1.226471718059293,0.9999999999974767,0.0
-0.2264717180625766,0.0,1.0,0.5523633304133204,4,2019-01-01T05:00:00.0,0.5523633304133204,0.0,0.5523633304133204,6,1.2264717180273204,0.9999999999647438,0.0
-0.22408703057177348,0.0,1.0,0.5744813736003362,3,2019-01-01T06:00:00.0,0.5744813736003362,0.0,0.5744813736003362,7,1.2240870305661296,0.9999999999943561,0.0
0.0451548998192024,0.0,1.0,0.3883175932853957,4,2019-01-01T07:00:00.0,0.3883175932853957,0.0,0.3883175932853957,8,0.9548451001802629,0.9999999999994653,0.0
-0.22408703056927948,0.0,1.0,0.5744813736045769,3,2019-01-01T08:00:00.0,0.5744813736045769,0.0,0.5744813736045769,9,1.224087030572914,1.0000000000036344,0.0
-0.22408703056672863,0.0,1.0,0.4939341100752594,3,2019-01-01T09:00:00.0,0.4939341100752594,0.0,0.4939341100752594,10,1.22408703057798,1.0000000000112514,0.0
-0.22408703056481727,0.0,1.0,0.4939341100712906,3,2019-01-01T10:00:00.0,0.4939341100712906,0.0,0.4939341100712906,11,1.22408703057018,1.0000000000053628,0.0
0.0,0.0,1.0,0.4262763342244878,1,2019-01-01T11:00:00.0,0.4262763342244878,0.0,0.4262763342244878,12,0.9999999999964526,0.9999999999964526,0.0
-0.22400010226425593,0.0,1.0,0.49411191095840234,3,2019-01-01T12:00:00.0,0.49411191095840234,0.0,0.49411191095840234,13,1.2240001022629823,0.9999999999987264,0.0
-0.22647171806227107,0.0,1.0,0.4708552661723533,4,2019-01-01T13:00:00.0,0.4708552661723533,0.0,0.4708552661723533,14,1.2264717180677778,1.0000000000055067,0.0
-0.2651858442183581,0.0,1.0,0.577960545503114,4,2019-01-01T14:00:00.0,0.577960545503114,0.0,0.577960545503114,15,1.265185844226802,1.000000000008444,0.0
-0.2240870305698195,0.0,1.0,0.5744813736062433,3,2019-01-01T15:00:00.0,0.5744813736062433,0.0,0.5744813736062433,16,1.2240870305766145,1.000000000006795,0.0
0.04515489981984189,0.0,1.0,0.38831759328893534,4,2019-01-01T16:00:00.0,0.38831759328893534,0.0,0.38831759328893534,17,0.954845100190024,1.0000000000098659,0.0
0.04515489982118481,0.0,1.0,0.38831759328392584,4,2019-01-01T17:00:00.0,0.38831759328392584,0.0,0.38831759328392584,18,0.9548451001693596,0.9999999999905445,0.0
0.04515489981701393,0.0,1.0,0.3883175932824676,4,2019-01-01T18:00:00.0,0.3883175932824676,0.0,0.3883175932824676,19,0.9548451001757741,0.999999999992788,0.0
0.045154899819159766,0.0,1.0,0.38831759328052756,4,2019-01-01T19:00:00.0,0.38831759328052756,0.0,0.38831759328052756,20,0.954845100174067,0.9999999999932268,0.0
0.045154899818058425,0.0,1.0,0.38831759328155957,4,2019-01-01T20:00:00.0,0.38831759328155957,0.0,0.38831759328155957,21,0.954845100170866,0.9999999999889244,0.0
0.04515489981967846,0.0,1.0,0.388317593277607,4,2019-01-01T21:00:00.0,0.388317593277607,0.0,0.388317593277607,22,0.9548451001669189,0.9999999999865974,0.0
0.04515489982001242,0.0,1.0,0.38831759328410176,4,2019-01-01T22:00:00.0,0.38831759328410176,0.0,0.38831759328410176,23,0.9548451001746354,0.9999999999946478,0.0
0.04515489981924503,0.0,1.0,0.38831759328964494,4,2019-01-01T23:00:00.0,0.38831759328964494,0.0,0.38831759328964494,24,0.9548451001855387,1.0000000000047837,0.0
0.0,0.0,1.0,0.3833468657579002,2,2019-01-02T00:00:00.0,0.3833468657579002,0.0,0.3833468657579002,25,0.9999999999967741,0.9999999999967741,0.0
