DateTime,mer_kg_co2_per_mwh,thermal_power_change_mw,thermal_emissions_change_kg_co2,net_storage_change_mw,storage_emissions_change_kg_co2
2019-01-08T12:00:00.0,0.0,0.0,0.0,5.038032213633414e-10,0.0
2019-01-08T13:00:00.0,0.0,0.0,0.0,0.0,0.0
2019-01-08T14:00:00.0,0.0,36.74999999971823,15.677095039069298,-36.75000000000003,-0.0
2019-01-08T15:00:00.0,0.0,0.0,0.0,0.0,0.0
2019-01-08T16:00:00.0,0.0,0.0,0.0,0.0,0.0
2019-01-08T17:00:00.0,0.0,0.0,0.0,-1.2569500995596172e-10,0.0
2019-01-08T18:00:00.0,0.0,0.0,0.0,-8.43556335894391e-11,0.0
2019-01-08T19:00:00.0,0.0,0.0,0.0,1.8758328224066645e-11,0.0
2019-01-08T20:00:00.0,0.0,0.0,0.0,-2.3078428057488054e-11,0.0
2019-01-08T21:00:00.0,0.0,0.0,0.0,-5.5990767577895895e-11,0.0
2019-01-08T22:00:00.0,0.0,0.0,0.0,0.0,0.0
2019-01-08T23:00:00.0,0.0,0.0,0.0,1.6291323845507577e-10,0.0
2019-01-09T00:00:00.0,0.41012697464500003,-0.43433589406625117,-0.1781328662131228,-0.5656641059229024,-0.23199410842742876
2019-01-09T01:00:00.0,0.0,0.0035401219017074936,-0.0035726023798899192,-0.0035401218759005815,-0.032344982760396164
2019-01-09T02:00:00.0,0.0,0.0,0.0,0.0,0.0
2019-01-09T03:00:00.0,0.0,0.0,0.0,0.0,0.0
2019-01-09T04:00:00.0,0.0,0.0,0.0,0.0,0.0
2019-01-09T05:00:00.0,0.0,0.0,0.0,0.0,0.0
2019-01-09T06:00:00.0,0.0,0.0,0.0,0.0,0.0
2019-01-09T07:00:00.0,0.0,0.0,0.0,0.0,0.0
2019-01-09T08:00:00.0,0.0,0.031899487164416485,0.008842809674314932,-0.031899487137565075,0.0
2019-01-09T09:00:00.0,0.0,0.0,0.0,1.213038558489643e-10,9.612222129362635e-11
2019-01-09T10:00:00.0,0.0,0.0,0.0,-2.5579538487363607e-13,-1.9895196601282805e-13
2019-01-09T11:00:00.0,0.0,0.0,0.0,2.2737367544323206e-13,1.1368683772161603e-13
2019-01-09T12:00:00.0,0.0,0.0,0.0,1.1368683772161603e-13,1.1368683772161603e-13
2019-01-09T13:00:00.0,0.0,0.0,0.0,-3.694822225952521e-13,-2.8421709430404007e-13
2019-01-09T14:00:00.0,0.0,0.0,0.0,0.0,0.0
